input,label
Wewannour money,0
Sarah 's dedication to finding her husband seems more psychotic than romantic,0
lethargic,0
has all the sibling rivalry and general family chaos to which anyone can relate,1
you 're not a fan,0
"Will undoubtedly play well in European markets , where Mr. Besson is a brand name , and in Asia , where Ms. Shu is an institution ,",1
"is badly edited , often awkwardly directed and suffers from the addition of a wholly unnecessary pre-credit sequence designed to give some of the characters a ` back story .",0
superficiality and silliness,0
"Thoughtless , random , superficial humour and a lot of very bad Scouse accents",0
lets you brush up against the humanity of a psycho,1
fans of the show,1
never thought I 'd say this,1
"as sexual manifesto , I 'd rather listen to old Tori Amos records",0
that you should have gotten more out of it than you did,0
his lack of faith in his audience,0
"The film , while not exactly assured in its execution ,",0
scratching your head,0
"Not all of the stories work and the ones that do are thin and scattered ,",0
gaping enough to pilot an entire Olympic swim team through,0
nothing at the core of this slight coming-of-age\/coming-out tale,0
", and among the best films of the year .",1
"The plot has a number of holes , and at times it 's simply baffling .",0
as if Schwentke were fulfilling a gross-out quota for an anticipated audience demographic instead of shaping the material to fit the story,0
only thing to fear about `` Fear Dot Com '',0
that breathes extraordinary life into the private existence of the Inuit people,1
"affecting story about four sisters who are coping , in one way or another , with life",1
manage to keep things interesting .,1
used to ridicule movies like Hollywood Ending,0
"Guy Ritchie 's Lock ,",1
Hard Copy,1
see nothing in it,0
walk away without anyone truly knowing your identity,0
unlikable,0
10 or 15 minutes could be cut and no one would notice,0
"The stars may be college kids , but the subject matter is as adult as you can get : the temptations of the flesh are unleashed by a slightly crazed , overtly determined young woman",1
s far from a groundbreaking endeavor,0
A lot more dimensional and complex than its sunny disposition would lead you to believe .,1
reminds us of our own responsibility,1
an action hero motivated by something more than franchise possibilities,1
"cuteness , Amy 's career success -LRB- she 's a best-selling writer of self-help books who ca n't help herself -RRB-",1
an unnatural calm that 's occasionally shaken by ...,1
"a little more human being , and",0
Long on twinkly-eyed close-ups and short on shame,0
", flawed humanity",0
"it has a more colorful , more playful tone than his other films .",1
equal laughs,1
a particularly good film,1
Master of Disguise runs for only 71 minutes and feels like three hours .,0
s always disappointing,0
"A look at the `` wild ride '' that ensues when brash young men set out to conquer the online world with laptops , cell phones and sketchy business plans",1
best-known creation,1
better acted -- and far less crass - than some other recent efforts in the burgeoning genre of films about black urban professionals,1
is a frighteningly fascinating contradiction,1
strongest film,1
An uneven look into a grim future that does n't come close to the level of intelligence and visual splendour that can be seen in other films based on Philip K. Dick stories .,0
"cared much about any aspect of it , from its cheesy screenplay",0
looking for a tale of Brits behaving badly,0
its indulgent two-hour-and-fifteen-minute length,0
", unfunny one",0
"does n't conjure proper respect for followers of the whole dead-undead genre , who deserve more from a vampire pic than a few shrieky special effects",0
to the idiocy of its last frames,0
"tedious it makes the silly spy vs. spy film The Sum of All Fears , starring Ben Affleck , seem downright Hitchcockian",0
"Although some viewers will not be able to stomach so much tongue-in-cheek weirdness , those who do will have found a cult favorite to enjoy for a lifetime .",1
stylish weaponry,1
"A quaint , romanticized rendering",1
this utterly ridiculous shaggy dog story as one,0
any recreational drug,1
"dark , disturbing , painful to watch",0
s mindless junk like this that makes you appreciate original romantic comedies like Punch-Drunk Love .,0
spirituality that are powerful and moving without stooping to base melodrama,1
by trying to distract us with the solution to another,0
One Hour Photo may seem disappointing in its generalities,0
a stunning new young talent in one of Chabrol 's most intense psychological mysteries,1
wretchedly unfunny wannabe,0
do a load of good,1
"It 's unfortunate that Wallace , who wrote Gibson 's Braveheart as well as the recent Pearl Harbor , has such an irrepressible passion for sappy situations and dialogue .",0
little farm melodrama .,0
"Shadyac , who belongs with the damned for perpetrating Patch Adams",0
a love song to the movies,1
comic relief,1
worst film,0
makes Oliver far more interesting than the character 's lines would suggest,1
technical skill and rare depth,1
The acting is just fine,1
to the integrity and vision of the band,1
"What sets it apart is the vision that Taymor , the avant garde director of Broadway 's The Lion King and the film Titus , brings .",1
with weak dialogue and biopic,0
trust an audience 's intelligence,1
The movie is concocted and carried out by folks worthy of scorn,0
better than the fiction,1
"A dark-as-pitch comedy that frequently veers into corny sentimentality , probably",0
pure Hollywood,0
The best didacticism,1
", we need more X and less blab .",0
"is sure to give you a lot of laughs in this simple , sweet and romantic comedy .",1
forces you to ponder anew what a movie can be,1
Terminally brain dead production,0
A stirring tribute,1
is right at home in this French shocker playing his usual bad boy weirdo role,1
"Mad Love does n't galvanize its outrage the way ,",0
"A predictable , manipulative stinker",0
of this tacky nonsense,0
"A movie you observe , rather than one you enter into .",0
maladjusted teens in a downward narcotized spiral .,0
"A well-done film of a self-reflexive , philosophical nature .",1
"Halfway through the movie , the humor dwindles .",0
Brian Tufano 's handsome widescreen photography,1
"` hip ' , ` innovative ' and ` realistic '",1
slick and manufactured to claim street credibility .,1
solid formula,1
"can just follow the same blueprint from hundreds of other films , sell it to the highest bidder and walk away without anyone truly knowing your identity .",0
My Wife is an Actress has its moments in looking at the comic effects of jealousy .,1
most moronic,0
tackles more than she can handle,0
"the film manages to keep you at the edge of your seat with its shape-shifting perils , political intrigue and brushes with calamity .",1
stays there for the duration,1
They presume their audience wo n't sit still for a sociology lesson,0
loses its ability to shock and amaze .,0
single-minded as John Carpenter 's original,0
you 've actually spent time living in another community,1
in this wildly uneven movie,0
"realism , crisp storytelling and radiant",1
summer fluff,0
sympathetic without being gullible,1
"A strong script ,",1
too much kid-vid,0
"cat-and-mouse , three-dimensional characters and",1
actually makes the heart soar,1
of the things that made the original Men in Black such a pleasure,1
probably limited to LDS Church members and undemanding armchair tourists,0
"honest , and enjoyable comedy-drama",1
out-of-kilter,0
The Ya-Ya 's have many secrets and one is - the books are better,0
a convincing case for the relevance of these two 20th-century footnotes,1
"s definitely not made for kids or their parents , for that matter",0
It looks good,1
impart an almost visceral sense of dislocation and change,1
s still terrible !,0
"Tsai has a well-deserved reputation as one of the cinema world 's great visual stylists , and",1
has some entertainment value - how much depends on how well you like Chris Rock .,1
chuckle,1
its easily dismissive,0
` naturalistic ' rather than carefully lit and set up,1
", hopefully , this film will attach a human face to all those little steaming cartons .",1
maudlin ending,0
that will probably sink the film for anyone who does n't think about percentages all day long,0
career - kids = misery -RRB-,0
fishy,0
a new scene,1
gorgeous locales,1
grow impatient,0
enjoyed it just as much,1
are sometimes bracing,1
a 60-second homage,1
a masterpiece --,1
"by the time it 's done with us , Mira Nair 's new movie has its audience giddy with the delight of discovery ,",1
really an advantage to invest such subtlety and warmth in an animatronic bear when the humans are acting like puppets,0
usual tear,1
"unlikable , uninteresting",0
reveals itself,1
manages at least a decent attempt at meaningful cinema,1
so rich with period minutiae,1
: Stallion of the Cimarron is a winner .,1
"Director Elie Chouraqui , who co-wrote the script , catches the chaotic horror of war , but why bother if you 're going to subjugate truth to the tear-jerking demands of soap opera ?",0
Ranges from laugh-out-loud hilarious to wonder-what,1
gives poor Dana Carvey nothing,0
Argento,1
thrills from your Halloween entertainment,1
wins you over in the end,1
"Although fairly involving as far as it goes , the film does n't end up having much that is fresh to say about growing up Catholic or , really , anything .",0
no character,0
stupid characters,0
"liked it because it was so endlessly , grotesquely , inventive .",1
"the slightly flawed -LRB- and fairly unbelievable -RRB- finale ,",0
An acceptable way to pass a little over an hour with moviegoers ages,1
"Such a wildly uneven hit-and-miss enterprise , you ca n't help suspecting that it was improvised on a day-to-day basis during production .",0
the condescending stereotypes that so often plague films dealing with the mentally ill,0
sloppy script,0
"moulds itself as an example to up-and-coming documentarians , of the overlooked pitfalls of such an endeavour .",1
"Tony Gayton 's script does n't give us anything we have n't seen before , but",0
Purports to be a Hollywood satire but winds up as the kind of film that should be the target of something deeper and more engaging .,0
turns very dark and very funny,1
any naked teenagers horror flick,0
"This is a film about the irksome , tiresome nature of complacency that remains utterly satisfied to remain the same throughout .",0
-LRB- sometimes hilarious -RRB-,1
"skillfully assembled , highly polished and",1
"her heroine 's book sound convincing , the gender-war ideas original",1
cheered at just that,1
novel,1
from being a total rehash,0
give it a boost,1
drifts aimlessly for 90 minutes before lodging in the cracks of that ever-growing category,0
"keep you at the edge of your seat with its shape-shifting perils , political intrigue and brushes",1
One key problem with these ardently Christian storylines is that there is never any question of how things will turn out .,0
pissed,0
so I do n't know what she 's doing in here,0
"More vaudeville show than well-constructed narrative ,",0
"cinematic intoxication , a wildly inventive mixture of comedy and melodrama , tastelessness",1
better movie experience,1
What should have been a painless time-killer,0
"sit and stare and turn away from one another instead of talking and it 's all about the silences and if you 're into that , have at it",0
"The cinematic equivalent of patronizing a bar favored by pretentious , untalented artistes who enjoy moaning about their cruel fate .",0
"unlikable , uninteresting , unfunny , and completely , utterly inept",0
has dressed up this little parable in a fairly irresistible package full of privileged moments and memorable performances .,1
"often look smeary and blurry , to the point of distraction",0
rate Annie,1
would leave the theater with a lower I.Q. than when I had entered,0
most poorly staged,0
then expects us to laugh because he acts so goofy all the time,0
most purely enjoyable,1
all awkward,0
"a likable story , told with competence",1
"An enjoyable , if occasionally flawed , experiment",1
encompasses many more paths,1
of that delicate canon,1
Amy 's neuroses,0
"You can drive right by it without noticing anything special , save for a few comic turns , intended and otherwise .",0
"do with the casting of Juliette Binoche as Sand , who brings to the role her pale , dark beauty and characteristic warmth",1
"is sentimental but feels free to offend , is analytical and then surrenders to the illogic of its characters , is about grief and yet permits laughter",1
sometime bitter movie about love,1
manage to get you under its spell,1
lazy,0
overinflated,0
it 's lovely that Cal works out his issues with his dad and comes to terms with his picture-perfect life,1
"the script assumes that not only would subtlety be lost on the target audience , but that it 's also too stupid to realize that they 've already seen this exact same movie a hundred times",0
A potentially good comic premise and excellent cast are terribly wasted .,0
interested in jerking off in all its Byzantine incarnations to bother pleasuring its audience,0
go to a bank manager and save everyone the misery,0
chore to sit through -- despite some first-rate performances by its lead,0
is made almost impossible by events that set the plot in motion,0
an intriguing and alluring premise,1
lulls you into a gentle waking coma,0
French nuance,1
"Huppert scheming , with her small , intelligent eyes",1
rare drama that offers a thoughtful and rewarding glimpse into the sort of heartache everyone,1
one of a really solid Woody Allen film,1
puppies with broken legs,0
Never comes together as a coherent whole .,0
Russian cultural identity and a stunning technical achievement,1
A modestly made but profoundly moving documentary,1
A bit of a downer and a little over-dramatic at times,0
the kind of movie Toback 's detractors always accuse him of making,0
one of those vanity projects in which a renowned filmmaker attempts to show off his talent by surrounding himself with untalented people,0
"its soul 's - eye view of how well-meaning patronizing masked a social injustice , at least as represented by this case",1
has run its course,0
reopens an interesting controversy and,1
a long patch of black ice,0
draw people together,1
too literally,0
High Crimes flog the dead horse of surprise as if it were an obligation,0
when a documentary fails to live up to -- or offer any new insight into -- its chosen topic,0
leaden as the movie sputters,0
"An example of quiet , confident craftsmanship that tells a sweet , charming tale of intergalactic friendship",1
"A dim-witted and lazy spin-off of the Animal Planet documentary series , Crocodile Hunter",0
co-winner,1
to hand it to director George Clooney for biting off such a big job the first time out,1
which very simply sets out to entertain and ends up delivering in good measure,1
cliche,0
pretends to be passionate and truthful,0
some visual wit,1
has as much right to make a huge action sequence as any director,1
a stereotype,0
"my least favourite emotions , especially when I have to put up with 146 minutes of it",0
"Implicitly acknowledges and celebrates the glorious chicanery and self-delusion of this most American of businesses , and for that reason it may be the most oddly honest Hollywood document of all",1
the black-and-white archival footage of their act showcases pretty mediocre shtick .,0
making moving pictures today,1
looks and plays like a $ 40 million version of a game you 're more likely to enjoy on a computer,0
A small fortune in salaries and stunt cars,0
"Dickens ' wonderfully sprawling soap opera ,",1
"Skip this dreck , rent Animal House and",0
that the new film is a lame kiddie flick and that Carvey 's considerable talents are wasted in it,0
it borders on facile,0
One of the most incoherent features in recent memory .,0
"is , alas , no Woody Allen .",0
as it provides a fresh view of an old type,1
"Performances are potent , and the women 's stories are ably intercut and involving",1
error,0
which means he can be forgiven for frequently pandering to fans of the gross-out comedy,0
dragged down,0
the sexy razzle-dazzle,1
yet lacking about everything,0
-- that you should never forget,1
luckiest,1
of the way it allows the mind to enter and accept another world,1
played-out idea,0
be rendered tedious by Avary 's failure to construct a story with even a trace of dramatic interest,0
s not life-affirming -- its vulgar and,0
"It 's a smart , solid , kinetically-charged spy flick worthy of a couple hours of summertime and a bucket of popcorn .",1
"quiet , confident craftsmanship that tells a sweet , charming tale of intergalactic friendship",1
spiritual inquiry,1
"may not , strictly speaking , qualify as revolutionary",0
reaffirms life,1
a fascinating little tale,1
Tchaikovsky soundtrack,1
a frat boy 's idea,0
itself all too seriously,0
"is Oedekerk 's realization of his childhood dream to be in a martial-arts flick , and proves that sometimes the dreams of youth should remain just that",0
into splatter movies,0
the ranks of those gay filmmakers who have used the emigre experience to explore same-sex culture in ways that elude the more nationally settled,1
is an unpleasantly shallow and immature character with whom to spend 110 claustrophobic minutes,0
lack their idol 's energy and passion for detail,0
"Each scene drags , underscoring the obvious ,",0
"An uncluttered , resonant gem that relays its universal points without lectures or confrontations .",1
less charitable,0
one among a multitude of simple-minded,0
the eye candy here lacks considerable brio .,0
genteel and unsurprising,0
to faith and rainbows,1
flatter it,1
most splendid,1
with its celeb-strewn backdrop well used,1
celebratory,1
intriguing bit,1
"Watching the chemistry between Freeman and Judd , however , almost makes this movie worth seeing .",1
The Cat 's Meow marks a return to form for director Peter Bogdanovich ...,1
Elegant and eloquent -LRB- meditation -RRB- on death and that most elusive of passions,1
acted by a British cast to rival Gosford Park 's .,1
"Collateral Damage is trash , but",0
looks and feels tired .,0
impersonal,0
cafeteria goulash,0
it could have been a hoot in a bad-movie way if the laborious pacing and endless exposition had been tightened,0
"of the road , where the thematic ironies are too obvious and the sexual politics too smug",0
Stress ` dumb .,0
"is hollow , self-indulgent , and - worst of all - boring .",0
", it suffers from the awkwardness that results from adhering to the messiness of true stories .",0
any John Waters movie has it beat by a country mile .,0
well-characterized,1
"Films about loss , grief and recovery are pretty valuable these days .",1
it 's Robert Duvall !,1
that it 's far too sentimental,0
vignettes which only prove that ` zany ' does n't necessarily mean ` funny,0
Extremely bad .,0
pornography or documentary,0
", The Rising Place never quite justifies its own existence .",0
damaged,0
but is sabotaged by ticking time bombs and other Hollywood-action cliches .,0
best dramatic performance to date -LRB- is -RRB- almost enough,1
Susan Sarandon,1
A damn fine and a truly distinctive and a deeply pertinent film .,1
"an atrociously , mind-numbingly , indescribably bad movie",0
phrase ` life affirming ',1
"nothing left to work with , sort of like Michael Jackson 's nose",0
than to employ Hollywood kids and people who owe,1
an extraordinary faith in the ability of images,1
"is a thoughtful examination of faith , love and power .",1
The difference is that I truly enjoyed most of Mostly Martha while I ne,1
"For VeggieTales fans , this is more appetizing than a side dish of asparagus .",1
"Brainless , but enjoyably over-the-top , the retro gang melodrama , Deuces Wild represents",1
unamusing,0
A bad movie that happened to good actors .,0
of imperfection,0
"It could have been something special , but two things drag it down to mediocrity -- director Clare Peploe 's misunderstanding of Marivaux 's rhythms , and Mira Sorvino 's limitations as a classical actress",0
is that it does have a few cute moments,1
like running out screaming,0
to a more mythic level,1
Was that movie nothing more than a tepid exercise in trotting out a formula that worked five years ago but has since lost its fizz ?,0
any way demeaning its subjects,0
strongest and,1
"ineffable , elusive , yet inexplicably powerful",1
to make the stones weep -- as shameful as it,0
"the rueful , wry humor",1
comprise a powerful and reasonably fulfilling gestalt .,1
you can smell the grease on the plot,0
"a fascinating curiosity piece -- fascinating , that is , for about ten minutes .",0
that is really funny,1
put in an impossible spot because his character 's deceptions ultimately undo him and the believability of the entire scenario,0
you need to see it,1
are a little too big for her mouth,0
Its appeal will probably limited to LDS Church members and undemanding armchair tourists .,0
"are presented in such a lousy way , complete with some of the year 's -LRB- unintentionally -RRB- funniest moments , that it 's impossible to care",0
of impressive talent,1
distracted by the movie 's quick movements,0
", Evelyn comes from the heart .",1
is so bad that I even caught the gum stuck under my seat trying to sneak out of the theater,0
"creates delicate balance of style , text , and subtext that 's so simple and precise that anything discordant would topple the balance",1
this filmmaker 's flailing reputation,0
silly and crude storyline,0
It 's a great American adventure and a wonderful film to bring to IMAX .,1
"make the film relevant today ,",1
s also undeniably exceedingly clever,1
Uneven performances and a spotty script add up to a biting satire that has no teeth .,0
while beautiful,1
peculiar and always entertaining costume drama,1
"about street gangs and turf wars in 1958 Brooklyn -- stale cliches , gratuitous violence , or empty machismo",0
beautifully read and,1
stuck to Betty Fisher and left out the other stories,0
Stinks from start,0
admire the ensemble players,1
imaginary,1
", riveting and handsomely",1
beer-fueled,1
without ever succumbing to sentimentality,1
A beautiful paean to a time long past,1
exudes the urbane sweetness,1
itself does n't stand a ghost of a chance,0
is perfectly inoffensive and harmless,1
"Cold , pretentious , thoroughly dislikable study in sociopathy .",0
like `,1
"Watching these two actors play against each other so intensely , but with restraint",1
hit on a 15-year old,0
Almost everyone growing up believes their family must look like `` The Addams Family '' to everyone looking in ... `` My Big Fat Greek Wedding '' comes from the heart ...,1
"race and culture forcefully told , with superb performances throughout",1
"in an attempt to make the film relevant today , without fully understanding what it was that made the story relevant in the first place",0
"succeeds as an emotionally accessible , almost mystical work",1
as a friend,1
darned if your toes wo n't still be tapping,1
shoots and scores,1
"even then , I 'd recommend waiting for DVD and just skipping straight to her scenes .",0
"falls victim to that everlasting conundrum experienced by every human who ever lived : too much to do , too little time to do it in .",0
"is an indelible epic American story about two families , one black and one white , facing change in both their inner and outer lives .",1
this junk,0
", in a better movie , you might not have noticed .",0
... is dudsville .,0
A movie in which laughter and self-exploitation merge into jolly soft-porn 'em powerment . ',1
while remaining one of the most savagely hilarious social critics this side of Jonathan Swift,1
"low-key , 102-minute infomercial",0
d be hard pressed to think of a film more cloyingly sappy than Evelyn this year,0
"The movie 's major and most devastating flaw is its reliance on formula , though ,",0
in Jerry Bruckheimer 's putrid pond of retread action twaddle,0
that feels dusty and leatherbound,0
The type of dumbed-down exercise in stereotypes that gives the -LRB- teen comedy -RRB- genre a bad name .,0
be underestimated,0
at once laughable,0
perfectly clear,1
"It is very difficult to care about the character ,",0
hugely enjoyable in its own right though not really faithful to,1
A straight-shooting family film,1
could fail to respond,0
its intelligence and intensity,1
"to create an underplayed melodrama about family dynamics and dysfunction that harks back to the spare , unchecked heartache of Yasujiro Ozu",0
nothing about crime,0
A pleasant,1
captures the innocence and budding demons within a wallflower,1
which is often preachy and poorly acted,0
be part of,1
in Lovely and Amazing,1
it 's informative and breathtakingly spectacular,1
its worst harangues,0
for realizing that you 've spent the past 20 minutes looking at your watch and waiting for Frida to just die already,0
s lazy for a movie,0
fascinating portrait,1
inherent in how medical aid is made available to American workers,1
downright comically evil,0
"Imagine -LRB- if possible -RRB- a Pasolini film without passion or politics , or an Almodovar movie without beauty or humor , and you have some idea of the glum , numb experience of watching O Fantasma .",0
"Eileen Walsh , an engaging , wide-eyed actress whose teeth are a little too big for her mouth , infuses the movie with much of its slender , glinting charm .",1
"is without doubt an artist of uncompromising vision , but that vision is beginning to feel , if not morally bankrupt , at least terribly monotonous",0
the problem with Wendigo,0
tov to a film about a family 's joyous life,1
worst movie,0
"an underachiever ,",0
it 's also disappointing to a certain degree .,0
", the new film is a subzero version of Monsters , Inc. , without the latter 's imagination , visual charm or texture .",0
ultimate movie experience,1
"no , paralyzed",0
dramatic substance,1
video before month 's end,0
What starts off as a satisfying kids flck becomes increasingly implausible as it races through contrived plot points .,0
talented and notorious subject,1
"A zombie movie in every sense of the word -- mindless , lifeless , meandering , loud , painful , obnoxious",0
sure which will take longer to heal : the welt on Johnny Knoxville 's stomach from a riot-control projectile or my own tortured psyche,0
the talent is undeniable,1
romp from Robert Rodriguez .,1
"The story has its redundancies , and the young actors , not very experienced , are sometimes inexpressive",0
"is grossly contradictory in conveying its social message ,",0
"Often messy and frustrating , but very pleasing at its best moments , it 's very much like life itself .",1
to convince the audience that these brats will ever be anything more than losers,0
lack the nerve,0
improbable,0
", confident",1
This story of a determined woman 's courage to find her husband in a war zone offers winning performances and some effecting moments .,1
"ve had more interesting -- and , dare I say , thematically complex -- bowel movements than this long-on-the-shelf , point-and-shoot exercise in gimmicky crime drama .",0
"no charm , no laughs , no fun , no reason to watch .",0
catches the chaotic horror,1
perfectly executed and wonderfully sympathetic characters,1
"A dark , quirky road movie that constantly defies expectation",1
that best describes this film : honest,1
to joyless special-effects excess,0
try and evade,0
"smart , nuanced look",1
Upper West Sidey,1
a nice cool glass of iced tea,1
The whole thing comes off like a particularly amateurish episode of Bewitched that takes place during Spring Break .,0
For all the dolorous trim,1
thorough transitions,1
"a youthful , out-to-change-the-world aggressiveness",1
similar obsessions can dominate a family,0
"Colorful , energetic and sweetly whimsical",1
this fascinating portrait of a modern Lothario,1
the tinny self-righteousness of his voice,0
That frenetic spectacle -LRB- on the TV show -RRB-,0
"that effectively combines two surefire , beloved genres",1
delivering in good measure,1
Nicholas Nickleby celebrates the human spirit with such unrelenting Dickensian decency that it turned me -LRB- horrors ! -RRB-,1
"hollow , self-indulgent , and - worst of all - boring",0
Wait to see it then .,0
in its lack of poetic frissons,0
decrepit,0
in an impossible spot because his character 's deceptions ultimately undo him and the believability of the entire scenario,0
"Further sad evidence that Tom Tykwer , director of the resonant and sense-spinning Run Lola Run , has turned out to be a one-trick pony -- a maker of softheaded metaphysical claptrap .",0
me,1
lighthearted,1
"covers just about every cliche in the compendium about crass , jaded movie types and the phony baloney movie biz",0
intelligent romantic thriller,1
the tale with bogus profundities,0
The film 's hero is a bore and his innocence soon becomes a questionable kind of inexcusable dumb innocence .,0
those gimmicks,0
is just a little bit hard to love,0
"be great to see this turd squashed under a truck , preferably a semi",0
Rich in shadowy metaphor and as sharp as a samurai sword,1
Death to Smoochy is often very funny,1
", this is a seriously intended movie that is not easily forgotten .",1
delivers the same old bad trip,0
"is not show-stoppingly hilarious , but scathingly witty nonetheless .",1
rehashes several old themes and is capped with pointless extremes,0
send it down the path of the mundane,0
Cube 's charisma and chemistry,1
of faith in the future,1
"Too campy to work as straight drama and too violent and sordid to function as comedy , Vulgar is , truly and thankfully , a one-of-a-kind work .",0
visual poetry,1
A soul-stirring documentary about the Israeli\/Palestinian conflict as revealed through the eyes of some children who remain curious about each other against all odds .,1
get all five,1
the women 's stories,1
Dreary tale of middle-class angst,0
"A banal , virulently unpleasant excuse for a romantic comedy",0
s both sitcomishly predictable and cloying in its attempts to be poignant .,0
no-surprise series,0
this deeply moving French drama,1
Patriot,1
made a film that is an undeniably worthy and devastating experience,1
the most accomplished work to date from Hong Kong 's versatile Stanley Kwan,1
needlessly poor quality,0
all are irrelevant to the experience of seeing The Scorpion King,0
"this film , like the similarly ill-timed Antitrust , is easily as bad at a fraction the budget",0
real raw emotion,1
Poignant if familiar story of a young person,1
"A serviceable Euro-trash action extravaganza , with a decent sense of humor and plenty of things that go boom --",1
much of a plunge,0
of the most inventive,1
having a real writer plot,1
"bang your head on the seat in front of you , at its cluelessness , at its idiocy , at its utterly misplaced earnestness",0
"form a remarkably cohesive whole , both visually and thematically , through their consistently sensitive and often exciting treatment of an ignored people",1
presented with great sympathy and intelligence,1
fast fade,0
"A shimmeringly lovely coming-of-age portrait , shot in artful , watery tones of blue , green and brown .",1
"K-19 will not go down in the annals of cinema as one of the great submarine stories , but it is an engaging and exciting narrative of Man confronting the Demons of his own fear and paranoia .",1
a genre -- the gangster\/crime comedy -- that wore out its welcome with audiences several years ago,0
fun-seeking,1
A reality-snubbing hodgepodge .,0
twisted shapes history,0
", one the public rarely sees .",1
in which this fascinating -- and timely -- content comes wrapped,1
"It might be ` easier ' to watch on video at home , but that should n't stop die-hard French film connoisseurs from going out and enjoying the big-screen experience .",1
"perfectly acceptable , occasionally very enjoyable children 's entertainment",1
disappointment,0
characteristically startling visual style and an almost palpable sense of intensity,1
Brisk hack,0
meaningful for both kids and church-wary adults,1
"The ensemble cast turns in a collectively stellar performance , and the writing is tight and truthful , full of funny situations and honest observations .",1
just how much more grueling and time-consuming,0
keep parents away,0
the movie only proves that Hollywood no longer has a monopoly on mindless action,0
dishonest and pat,0
its sleazy moralizing,0
"more confused , less interesting",0
largely improvised,0
Tom Shadyac has learned a bit more craft since directing Adams,1
enchanting ... terribly episodic and lacking the spark of imagination that might have made it an exhilarating,0
self-referential hot air,0
"stereotypes in good fun , while adding a bit of heart and unsettling subject matter",1
MTV schmucks,0
sense that powerhouse of 19th-century prose behind her childlike smile,1
Ram Dass : Fierce Grace does n't organize it with any particular insight,0
demented premise,0
"that goes nowhere and goes there very , very slowly",0
slick production values,1
"can almost see Mendes and company getting together before a single frame had been shot and collectively vowing , ` This is going to be something really good",1
churn out one mediocre movie,0
ultimately insignificant,0
director D.J. Caruso 's grimy visual veneer and Kilmer 's absorbing performance,1
natural and,1
no good answer to that one,0
that made the first film so special,1
absorbing documentary,1
"A pointed , often tender , examination of the pros and cons of unconditional",1
"Even as the hero of the story rediscovers his passion in life , the mood remains oddly detached .",0
Kim Ki-Deok seems to have in mind an -LRB- emotionally at least -RRB- adolescent audience demanding regular shocks and bouts of barely defensible sexual violence to keep it interested .,0
should have stayed there,0
Another entertaining,1
a mesmerizing performance as a full-fledged sex addict who is in complete denial about his obsessive behavior,1
unwatchable,0
fondness and respect,1
wo n't enjoy the movie at all .,0
uses lighting effects and innovative backgrounds to an equally impressive degree,1
even as they are being framed in conversation --,1
"The ethos of the Chelsea Hotel may shape Hawke 's artistic aspirations , but he has n't yet coordinated his own DV poetry with the Beat he hears in his soul",0
"You do n't need to know your Ice-T 's from your Cool-J 's to realize that as far as these shootings are concerned , something is rotten in the state of California .",0
s something there,1
mind-destroying cinematic pollution,0
"and , because of its heightened , well-shaped dramas , twice as powerful",1
keep the extremes of screwball farce and blood-curdling family intensity on one continuum,1
movie that leaves vague impressions and a nasty aftertaste but little clear memory of its operational mechanics,0
Despite Juliet Stevenon 's attempt to bring cohesion to Pamela 's emotional roller coaster life,0
surrender $ 9,0
of these young women,1
stuck around for this long,0
s not trying to laugh at how bad,0
an inspired portrait,1
a decent ` intro ' documentary,1
allusions,1
not a bad way to spend an hour or two,1
"It plods along methodically , somehow under the assumption that its `` dead wife communicating from beyond the grave '' framework is even remotely new or interesting .",0
sleepwalk through vulgarities in a sequel you can refuse,0
none of the excellent cast are given air to breathe,0
greatest play,1
"The film boasts at least a few good ideas and features some decent performances , but the result is disappointing .",1
does a splendid job of racial profiling Hollywood style -- casting excellent Latin actors of all ages -- a trend long overdue .,1
"is reasonably entertaining , though it begins to drag two-thirds through , when the melodramatic aspects start to overtake the comedy .",1
without clobbering the audience over the head,1
"treads heavily into Romeo and Juliet\/West Side Story territory , where it plainly has no business going",0
", deeply felt",1
magnificent to behold in its sparkling beauty yet in reality it 's one tough rock .,1
"combines psychological drama , sociological reflection , and high-octane thriller",1
absolutely and completely ridiculous and an insult to every family whose mother has suffered through the horrible pains of a death by cancer,0
favour of an altogether darker side,1
"s good , hard-edged stuff , violent and a bit exploitative but also nicely done , morally alert and street-smart .",1
"We never feel anything for these characters , and as a result the film is basically just a curiosity .",0
"older men drink to excess , piss on trees , b.s. one another and put on a show in drag",0
This new Time Machine is hardly perfect ...,0
", dumb and derivative horror",0
the West African coast struggling against foreign influences,0
vanity project,0
dull and wooden,0
"Not only is entry number twenty the worst of the Brosnan bunch , it 's one of the worst of the entire franchise .",0
soon forgotten,0
"unlike so many other Hollywood movies of its ilk , it offers hope",1
lacks in eye-popping visuals,0
"is n't able to muster for a movie that , its title notwithstanding , should have been a lot nastier",0
without cheesy fun factor,0
live-wire,1
a 65th class reunion mixer,0
"... is at once playful and haunting , an in-depth portrait of an iconoclastic artist who was fundamentally unknowable even to his closest friends .",1
Aimed squarely at the least demanding of demographic groups,0
bubbles up out of John C. Walsh 's Pipe Dream is the distinct and very welcome sense of watching intelligent people making a movie,1
"is exceedingly pleasant , designed not to offend .",1
"a bilingual charmer , just like the woman who inspired it",1
", but why bother if you 're going to subjugate truth to the tear-jerking demands of soap opera",0
her real-life persona is so charmless and vacant,0
s too loud,0
